record_id,Scorer Name,Goal Orientation,Engagement with Evidence,Collaborative Decision-Making,Strategic Planning,Cultural Responsiveness,Parent/Community Engagement,Academic Achievement,Candidate Experience/Expertise,Evaluation,School Culture Fit,call_number,prompt_name
556668,gpt-4.1-mini,3,1,4,3,0,0,0,0,1,1,1,Testing Prompt: 0.0822867126619532
207845,gpt-4.1-mini,4,3,2,3,1,0,1,0,0,1,1,Testing Prompt: 0.0822867126619532
640700,gpt-4.1-mini,3,3,1,3,0,0,1,1,0,0,1,Testing Prompt: 0.0822867126619532
264262,gpt-4.1-mini,2,1,1,2,0,0,0,0,0,0,1,Testing Prompt: 0.0822867126619532
232366,gpt-4.1-mini,3,1,1,3,0,0,1,0,0,0,1,Testing Prompt: 0.0822867126619532
226773,gpt-4.1-mini,4,2,3,4,0,0,0,0,1,1,1,Testing Prompt: 0.0822867126619532
511739,gpt-4.1-mini,2,1,1,1,0,0,0,0,0,1,1,Testing Prompt: 0.0822867126619532
188529,gpt-4.1-mini,3,2,1,2,0,0,1,0,1,0,1,Testing Prompt: 0.0822867126619532
564167,gpt-4.1-mini,4,3,2,4,1,0,1,1,1,1,1,Testing Prompt: 0.0822867126619532
216965,gpt-4.1-mini,3,3,2,3,0,0,1,0,0,1,1,Testing Prompt: 0.0822867126619532
581720,gpt-4.1-mini,4,3,4,4,1,0,1,0,0,1,1,Testing Prompt: 0.0822867126619532
211283,gpt-4.1-mini,3,3,4,3,0,0,0,0,0,0,1,Testing Prompt: 0.0822867126619532
174997,gpt-4.1-mini,2,1,2,2,0,0,0,0,0,0,1,Testing Prompt: 0.0822867126619532
242085,gpt-4.1-mini,4,1,1,2,0,0,1,1,0,0,1,Testing Prompt: 0.0822867126619532
242166,gpt-4.1-mini,2,1,4,2,0,0,0,0,0,1,1,Testing Prompt: 0.0822867126619532
225646,gpt-4.1-mini,3,1,2,3,0,0,0,1,0,0,1,Testing Prompt: 0.0822867126619532
506571,gpt-4.1-mini,3,3,1,3,0,0,1,1,0,0,1,Testing Prompt: 0.0822867126619532
217052,gpt-4.1-mini,2,1,1,1,0,1,0,0,0,1,1,Testing Prompt: 0.0822867126619532
263864,gpt-4.1-mini,4,3,1,4,0,0,1,1,0,0,1,Testing Prompt: 0.0822867126619532
704896,gpt-4.1-mini,3,1,1,3,0,0,0,1,0,0,1,Testing Prompt: 0.0822867126619532
512243,gpt-4.1-mini,3,3,4,3,0,1,0,0,0,0,1,Testing Prompt: 0.0822867126619532
505173,gpt-4.1-mini,4,3,4,4,0,0,1,1,1,0,1,Testing Prompt: 0.0822867126619532
247781,gpt-4.1-mini,2,3,3,3,0,1,0,0,0,1,1,Testing Prompt: 0.0822867126619532
264478,gpt-4.1-mini,3,2,4,3,0,0,0,0,0,0,1,Testing Prompt: 0.0822867126619532
561983,gpt-4.1-mini,3,1,1,3,1,0,1,1,1,1,1,Testing Prompt: 0.0822867126619532
530371,gpt-4.1-mini,4,3,1,4,0,0,1,1,0,0,1,Testing Prompt: 0.0822867126619532
576254,gpt-4.1-mini,2,3,1,2,0,0,0,0,0,0,1,Testing Prompt: 0.0822867126619532
561604,gpt-4.1-mini,3,1,1,2,0,0,0,1,0,0,1,Testing Prompt: 0.0822867126619532
219176,gpt-4.1-mini,4,3,4,4,0,0,1,1,0,0,1,Testing Prompt: 0.0822867126619532
524784,gpt-4.1-mini,4,3,4,4,0,1,1,0,0,0,1,Testing Prompt: 0.0822867126619532
217400,gpt-4.1-mini,2,1,1,2,0,0,0,1,0,0,1,Testing Prompt: 0.0822867126619532
200051,gpt-4.1-mini,3,2,1,2,0,0,1,1,0,0,1,Testing Prompt: 0.0822867126619532
632387,gpt-4.1-mini,2,1,2,2,0,1,0,0,0,0,1,Testing Prompt: 0.0822867126619532
257325,gpt-4.1-mini,3,3,4,3,0,0,0,0,0,1,1,Testing Prompt: 0.0822867126619532
247482,gpt-4.1-mini,4,2,3,3,0,0,1,1,1,1,1,Testing Prompt: 0.0822867126619532
257040,gpt-4.1-mini,3,3,4,3,0,0,1,1,0,1,1,Testing Prompt: 0.0822867126619532
543094,gpt-4.1-mini,3,4,3,3,0,0,1,0,0,1,1,Testing Prompt: 0.0822867126619532
700128,gpt-4.1-mini,3,2,4,2,0,1,0,0,0,1,1,Testing Prompt: 0.0822867126619532
244029,gpt-4.1-mini,4,4,2,3,0,0,1,0,0,0,1,Testing Prompt: 0.0822867126619532
266177,gpt-4.1-mini,3,2,3,3,0,0,0,0,0,0,1,Testing Prompt: 0.0822867126619532
207524,gpt-4.1-mini,3,2,1,2,0,0,1,0,0,0,1,Testing Prompt: 0.0822867126619532
248235,gpt-4.1-mini,4,4,3,4,0,0,1,1,0,1,1,Testing Prompt: 0.0822867126619532
573597,gpt-4.1-mini,4,2,1,3,0,0,1,0,0,0,1,Testing Prompt: 0.0822867126619532
546868,gpt-4.1-mini,3,3,3,3,0,0,0,0,0,0,1,Testing Prompt: 0.0822867126619532
643006,gpt-4.1-mini,3,3,1,3,0,0,1,1,0,1,1,Testing Prompt: 0.0822867126619532
274347,gpt-4.1-mini,4,4,4,4,0,0,1,0,0,0,1,Testing Prompt: 0.0822867126619532
613126,gpt-4.1-mini,4,3,3,3,0,1,1,0,1,1,1,Testing Prompt: 0.0822867126619532
263413,gpt-4.1-mini,4,3,3,3,0,0,1,0,0,1,1,Testing Prompt: 0.0822867126619532
240687,gpt-4.1-mini,2,3,2,2,0,0,0,1,0,0,1,Testing Prompt: 0.0822867126619532
545047,gpt-4.1-mini,3,2,1,2,0,0,0,1,0,1,1,Testing Prompt: 0.0822867126619532
225581,gpt-4.1-mini,4,3,3,3,1,0,1,0,0,1,1,Testing Prompt: 0.0822867126619532
529141,gpt-4.1-mini,2,1,1,1,0,0,0,0,0,0,1,Testing Prompt: 0.0822867126619532
534868,gpt-4.1-mini,2,1,1,1,0,0,0,0,0,0,1,Testing Prompt: 0.0822867126619532
529099,gpt-4.1-mini,3,3,1,3,0,0,0,0,0,0,1,Testing Prompt: 0.0822867126619532
528543,gpt-4.1-mini,3,1,1,2,0,0,0,0,0,1,1,Testing Prompt: 0.0822867126619532
613961,gpt-4.1-mini,4,1,1,4,0,0,1,1,0,0,1,Testing Prompt: 0.0822867126619532
644531,gpt-4.1-mini,3,3,1,3,0,0,0,0,0,1,1,Testing Prompt: 0.0822867126619532
584423,gpt-4.1-mini,2,3,1,1,0,0,0,0,0,0,1,Testing Prompt: 0.0822867126619532
580333,gpt-4.1-mini,2,1,1,1,0,1,0,0,0,1,1,Testing Prompt: 0.0822867126619532
590085,gpt-4.1-mini,3,4,1,3,0,0,1,1,1,0,1,Testing Prompt: 0.0822867126619532
238271,gpt-4.1-mini,4,3,4,4,0,0,1,0,0,1,1,Testing Prompt: 0.0822867126619532
248896,gpt-4.1-mini,2,3,1,3,0,0,0,0,0,0,1,Testing Prompt: 0.0822867126619532
231173,gpt-4.1-mini,4,3,1,4,0,1,1,0,0,1,1,Testing Prompt: 0.0822867126619532
591948,gpt-4.1-mini,3,4,1,3,0,0,0,0,1,0,1,Testing Prompt: 0.0822867126619532
524784,gpt-4.1-mini,4,3,2,4,0,0,1,0,0,1,2,Testing Prompt: 0.28884698215673243
717614,gpt-4.1-mini,2,2,2,2,0,0,0,0,0,0,2,Testing Prompt: 0.28884698215673243
615578,gpt-4.1-mini,3,2,3,3,1,0,1,1,1,1,2,Testing Prompt: 0.28884698215673243
174997,gpt-4.1-mini,1,1,1,1,0,0,0,0,0,0,2,Testing Prompt: 0.28884698215673243
274347,gpt-4.1-mini,4,4,4,4,0,0,1,0,0,0,2,Testing Prompt: 0.28884698215673243
172253,gpt-4.1-mini,3,2,4,2,0,0,0,0,0,1,2,Testing Prompt: 0.28884698215673243
207524,gpt-4.1-mini,2,2,1,2,0,0,1,0,0,0,2,Testing Prompt: 0.28884698215673243
266177,gpt-4.1-mini,3,1,4,3,0,0,0,0,0,0,2,Testing Prompt: 0.28884698215673243
556668,gpt-4.1-mini,2,1,4,2,0,0,0,0,1,1,2,Testing Prompt: 0.28884698215673243
217400,gpt-4.1-mini,3,1,1,2,0,0,0,1,0,0,2,Testing Prompt: 0.28884698215673243
561604,gpt-4.1-mini,2,1,1,2,0,0,0,1,0,0,2,Testing Prompt: 0.28884698215673243
546868,gpt-4.1-mini,3,4,2,3,0,0,0,0,0,0,2,Testing Prompt: 0.28884698215673243
511739,gpt-4.1-mini,2,1,1,1,0,1,0,0,0,1,2,Testing Prompt: 0.28884698215673243
613126,gpt-4.1-mini,4,3,3,4,1,0,1,1,1,1,2,Testing Prompt: 0.28884698215673243
188529,gpt-4.1-mini,2,1,1,1,0,0,1,0,1,0,2,Testing Prompt: 0.28884698215673243
257040,gpt-4.1-mini,3,3,4,3,0,0,1,0,1,1,2,Testing Prompt: 0.28884698215673243
576254,gpt-4.1-mini,2,1,1,1,0,0,0,0,0,0,2,Testing Prompt: 0.28884698215673243
512243,gpt-4.1-mini,3,2,3,2,0,1,0,0,0,0,2,Testing Prompt: 0.28884698215673243
282284,gpt-4.1-mini,4,2,1,2,0,0,0,0,0,1,2,Testing Prompt: 0.28884698215673243
264344,gpt-4.1-mini,3,3,2,3,0,0,1,0,0,0,2,Testing Prompt: 0.28884698215673243
505173,gpt-4.1-mini,3,2,3,3,0,0,1,1,1,1,2,Testing Prompt: 0.28884698215673243
550903,gpt-4.1-mini,4,3,4,4,0,0,1,0,1,1,2,Testing Prompt: 0.28884698215673243
247781,gpt-4.1-mini,2,3,2,2,0,0,0,0,0,0,2,Testing Prompt: 0.28884698215673243
601747,gpt-4.1-mini,1,1,1,1,0,0,0,0,0,0,2,Testing Prompt: 0.28884698215673243
525710,gpt-4.1-mini,4,4,3,4,0,0,1,1,1,1,2,Testing Prompt: 0.28884698215673243
584423,gpt-4.1-mini,2,2,4,2,0,0,0,0,0,0,2,Testing Prompt: 0.28884698215673243
643006,gpt-4.1-mini,3,3,2,3,0,0,1,1,0,1,2,Testing Prompt: 0.28884698215673243
505194,gpt-4.1-mini,3,3,3,3,0,0,0,0,0,1,2,Testing Prompt: 0.28884698215673243
