record_id,Scorer Name,Goal Orientation,Confidence Score for Goal Orientation,Engagement with Evidence,Confidence Score for Engagement with Evidence,Collaborative Decision-Making,Confidence Score for Collaborative Decision-Making,Strategic Planning,Confidence Score for Strategic Planning,Cultural Responsiveness,Parent/Community Engagement,Academic Achievement,Candidate Experience/Expertise,Evaluation,School Culture Fit,call_number,prompt_name,Confidence Score for Cultural Responsiveness,Confidence Score for Parent/Community Engagement,Confidence Score for Academic Achievement,Confidence Score for Candidate Experience/Expertise,Confidence Score for Evaluation,Confidence Score for School Culture Fit,codebook_type
607920,gpt-4.1-mini,2,0.75,1,0.75,3,0.85,2,0.75,0,0,0,0,0,0,0,Testing Prompt: 0.5825281526644812,,,,,,,cot
207524,gpt-4.1-mini,3,0.9,3,0.9,1,0.75,3,0.85,0,0,1,0,1,0,0,Testing Prompt: 0.5825281526644812,,,,,,,cot
195235,gpt-4.1-mini,3,0.9,3,0.9,3,0.9,2,0.8,0,0,1,0,0,1,0,Testing Prompt: 0.5825281526644812,,,,,,,cot
190056,gpt-4.1-mini,2,0.9,1,0.9,1,0.8,2,0.8,0,0,0,0,0,1,0,Testing Prompt: 0.5825281526644812,,,,,,,cot
615578,gpt-4.1-mini,4,0.95,4,0.95,4,0.95,4,0.95,1,0,1,1,1,1,0,Testing Prompt: 0.5825281526644812,,,,,,,cot
238025,gpt-4.1-mini,4,0.9,4,0.9,2,0.7,4,0.9,0,0,1,1,0,1,0,Testing Prompt: 0.5825281526644812,,,,,,,cot
249730,gpt-4.1-mini,2,0.85,1,0.8,1,0.75,2,0.8,0,0,0,0,0,0,0,Testing Prompt: 0.5825281526644812,,,,,,,cot
244029,gpt-4.1-mini,4,0.95,4,0.95,1,0.7,4,0.9,0,0,1,1,0,0,0,Testing Prompt: 0.5825281526644812,,,,,,,cot
282284,gpt-4.1-mini,4,0.9,2,0.75,1,0.7,2,0.75,0,0,0,0,0,1,0,Testing Prompt: 0.5825281526644812,,,,,,,cot
703584,gpt-4.1-mini,3,0.9,1,0.85,1,0.7,3,0.85,0,0,1,0,0,1,0,Testing Prompt: 0.5825281526644812,,,,,,,cot
546868,gpt-4.1-mini,3,0.9,3,0.85,3,0.9,3,0.9,0,0,0,0,0,0,0,Testing Prompt: 0.5825281526644812,,,,,,,cot
215179,gpt-4.1-mini,2,0.85,1,0.8,2,0.7,1,0.8,0,0,0,0,0,1,0,Testing Prompt: 0.5825281526644812,,,,,,,cot
614816,gpt-4.1-mini,4,0.95,3,0.9,4,0.95,4,0.95,0,0,0,1,1,1,0,Testing Prompt: 0.5825281526644812,,,,,,,cot
613126,gpt-4.1-mini,4,0.95,4,0.95,3,0.85,4,0.9,0,0,1,0,0,1,0,Testing Prompt: 0.5825281526644812,,,,,,,cot
238271,gpt-4.1-mini,3,0.9,3,0.9,3,0.9,3,0.9,0,0,1,1,0,1,0,Testing Prompt: 0.5825281526644812,,,,,,,cot
628747,gpt-4.1-mini,2,0.85,1,0.8,1,0.75,2,0.8,0,0,0,0,0,1,0,Testing Prompt: 0.5825281526644812,,,,,,,cot
242166,gpt-4.1-mini,3,0.9,1,0.8,4,0.95,3,0.9,0,0,0,0,0,1,0,Testing Prompt: 0.5825281526644812,,,,,,,cot
575601,gpt-4.1-mini,3,0.85,3,0.85,2,0.75,3,0.85,0,0,1,0,0,1,0,Testing Prompt: 0.5825281526644812,,,,,,,cot
225646,gpt-4.1-mini,3,0.9,2,0.8,2,0.75,3,0.85,0,0,0,1,0,1,0,Testing Prompt: 0.5825281526644812,,,,,,,cot
543229,gpt-4.1-mini,4,0.95,3,0.9,3,0.85,4,0.9,0,0,0,1,0,1,0,Testing Prompt: 0.5825281526644812,,,,,,,cot
717614,gpt-4.1-mini,2,0.8,2,0.75,2,0.7,2,0.7,0,0,0,0,0,0,0,Testing Prompt: 0.5825281526644812,,,,,,,cot
590085,gpt-4.1-mini,3,0.9,3,0.85,3,0.85,3,0.85,0,0,1,1,1,0,0,Testing Prompt: 0.5825281526644812,,,,,,,cot
546578,gpt-4.1-mini,3,0.85,2,0.7,1,0.65,2,0.7,0,0,1,0,0,1,0,Testing Prompt: 0.5825281526644812,,,,,,,cot
217052,gpt-4.1-mini,2,0.85,1,0.7,2,0.7,1,0.65,0,1,0,0,0,1,0,Testing Prompt: 0.5825281526644812,,,,,,,cot
558582,gpt-4.1-mini,1,0.8,1,0.8,3,0.8,1,0.65,0,0,0,0,0,0,0,Testing Prompt: 0.5825281526644812,,,,,,,cot
586617,gpt-4.1-mini,4,0.95,3,0.9,4,0.9,4,0.9,0,0,1,1,1,0,0,Testing Prompt: 0.5825281526644812,,,,,,,cot
591948,gpt-4.1-mini,4,0.95,4,0.9,3,0.85,4,0.9,0,0,0,0,0,1,0,Testing Prompt: 0.5825281526644812,,,,,,,cot
232366,gpt-4.1-mini,2,0.8,3,0.8,1,0.7,2,0.75,0,0,0,1,0,0,0,Testing Prompt: 0.5825281526644812,,,,,,,cot
534868,gpt-4.1-mini,2,0.85,1,0.8,3,0.85,1,0.7,0,0,0,0,0,1,0,Testing Prompt: 0.5825281526644812,,,,,,,cot
561983,gpt-4.1-mini,4,0.95,3,0.9,2,0.7,4,0.95,1,0,1,1,1,1,0,Testing Prompt: 0.5825281526644812,,,,,,,cot
534553,gpt-4.1-mini,3,0.9,1,0.7,1,0.6,3,0.8,0,0,1,1,0,0,0,Testing Prompt: 0.5825281526644812,,,,,,,cot
557524,gpt-4.1-mini,2,0.8,1,0.75,2,0.7,2,0.7,1,0,0,0,0,0,0,Testing Prompt: 0.5825281526644812,,,,,,,cot
505194,gpt-4.1-mini,4,0.9,3,0.9,4,0.85,4,0.9,0,0,0,0,0,1,0,Testing Prompt: 0.5825281526644812,,,,,,,cot
248896,gpt-4.1-mini,3,0.85,3,0.85,1,0.6,3,0.8,0,0,0,0,0,0,0,Testing Prompt: 0.5825281526644812,,,,,,,cot
600997,gpt-4.1-mini,4,0.95,4,0.95,4,0.9,4,0.95,0,0,1,1,1,1,0,Testing Prompt: 0.5825281526644812,,,,,,,cot
584423,gpt-4.1-mini,2,0.9,2,0.85,3,0.9,2,0.85,0,0,0,0,0,1,0,Testing Prompt: 0.5825281526644812,,,,,,,cot
550903,gpt-4.1-mini,4,0.95,4,0.95,4,0.95,4,0.95,0,0,1,1,1,0,0,Testing Prompt: 0.5825281526644812,,,,,,,cot
200051,gpt-4.1-mini,3,0.9,3,0.9,1,0.8,3,0.85,0,0,1,1,0,0,0,Testing Prompt: 0.5825281526644812,,,,,,,cot
556668,gpt-4.1-mini,3,0.93,3,0.9,4,0.95,3,0.9,0,0,1,0,1,1,0,Testing Prompt: 0.5825281526644812,,,,,,,cot
706907,gpt-4.1-mini,3,0.9,4,0.9,3,0.85,3,0.9,0,0,1,1,1,0,0,Testing Prompt: 0.5825281526644812,,,,,,,cot
263864,gpt-4.1-mini,4,0.95,4,0.95,3,0.9,4,0.95,0,0,1,1,0,0,0,Testing Prompt: 0.5825281526644812,,,,,,,cot
529099,gpt-4.1-mini,3,0.9,3,0.85,3,0.9,3,0.9,0,0,0,1,0,1,0,Testing Prompt: 0.5825281526644812,,,,,,,cot
581720,gpt-4.1-mini,4,0.95,4,0.95,4,0.95,4,0.95,1,0,1,0,1,1,0,Testing Prompt: 0.5825281526644812,,,,,,,cot
215108,gpt-4.1-mini,4,0.95,4,0.9,4,0.9,4,0.9,1,0,1,1,0,1,0,Testing Prompt: 0.5825281526644812,0.8,0.85,0.9,0.9,0.8,0.85,cot
207845,gpt-4.1-mini,3,0.85,3,0.8,4,0.85,3,0.75,1,0,0,1,0,1,0,Testing Prompt: 0.5825281526644812,0.9,0.7,0.7,0.8,0.7,0.85,cot
613961,gpt-4.1-mini,4,0.95,4,0.9,3,0.8,3,0.85,0,0,1,0,0,1,0,Testing Prompt: 0.5825281526644812,0.7,0.7,0.9,0.75,0.7,0.85,cot
525710,gpt-4.1-mini,3,0.85,3,0.8,3,0.85,3,0.8,0,0,1,1,1,1,0,Testing Prompt: 0.5825281526644812,0.7,0.7,0.85,0.85,0.85,0.85,cot
218810,gpt-4.1-mini,2,0.75,1,0.7,1,0.65,2,0.7,0,0,0,1,0,1,0,Testing Prompt: 0.5825281526644812,0.7,0.65,0.6,0.75,0.65,0.75,cot
225581,gpt-4.1-mini,4,0.95,4,0.9,4,0.9,3,0.85,1,0,1,1,0,1,0,Testing Prompt: 0.5825281526644812,0.9,0.7,0.9,0.9,0.7,0.85,cot
188529,gpt-4.1-mini,2,0.7,2,0.65,1,0.65,2,0.7,0,0,1,0,1,0,0,Testing Prompt: 0.5825281526644812,0.6,0.6,0.8,0.6,0.75,0.6,cot
630563,gpt-4.1-mini,3,0.85,3,0.8,4,0.85,3,0.8,0,0,0,0,0,1,0,Testing Prompt: 0.5825281526644812,0.65,0.65,0.6,0.65,0.65,0.8,cot
573597,gpt-4.1-mini,3,0.9,3,0.9,2,0.8,3,0.9,0,0,1,1,0,1,0,Testing Prompt: 0.5825281526644812,0.8,0.8,0.9,0.9,0.8,0.9,cot
211283,gpt-4.1-mini,4,0.95,3,0.9,4,0.95,4,0.95,0,1,0,0,0,1,0,Testing Prompt: 0.5825281526644812,0.9,0.85,0.85,0.85,0.85,0.9,cot
585389,gpt-4.1-mini,2,0.8,1,0.8,4,0.95,2,0.8,0,0,0,0,1,1,0,Testing Prompt: 0.5825281526644812,0.8,0.8,0.8,0.8,0.9,0.9,cot
640700,gpt-4.1-mini,3,0.9,3,0.9,1,0.8,3,0.9,0,0,1,1,0,0,0,Testing Prompt: 0.5825281526644812,0.85,0.85,0.9,0.9,0.8,0.8,cot
600843,gpt-4.1-mini,2,0.85,2,0.85,3,0.9,2,0.85,0,1,0,0,0,1,0,Testing Prompt: 0.5825281526644812,0.8,0.85,0.8,0.8,0.8,0.85,cot
216965,gpt-4.1-mini,3,0.9,4,0.95,3,0.9,3,0.9,0,0,0,0,0,1,0,Testing Prompt: 0.5825281526644812,0.85,0.85,0.85,0.85,0.85,0.9,cot
543094,gpt-4.1-mini,3,0.9,3,0.9,3,0.9,3,0.9,0,0,1,0,0,1,0,Testing Prompt: 0.5825281526644812,0.85,0.85,0.9,0.85,0.85,0.9,cot
588075,gpt-4.1-mini,3,0.9,2,0.85,3,0.9,3,0.9,0,0,0,0,0,1,0,Testing Prompt: 0.5825281526644812,0.85,0.85,0.8,0.8,0.8,0.85,cot
551252,gpt-4.1-mini,3,0.85,3,0.8,4,0.9,3,0.8,0,1,1,1,1,1,0,Testing Prompt: 0.5825281526644812,,,,,,,cot
263413,gpt-4.1-mini,4,0.9,4,0.9,1,0.75,4,0.9,0,0,1,0,0,1,0,Testing Prompt: 0.5825281526644812,,,,,,,cot
247781,gpt-4.1-mini,2,0.7,3,0.85,2,0.7,2,0.7,0,0,0,0,0,0,0,Testing Prompt: 0.5825281526644812,,,,,,,cot
700128,gpt-4.1-mini,2,0.75,1,0.6,4,0.9,1,0.65,0,1,0,0,0,1,0,Testing Prompt: 0.5825281526644812,,,,,,,cot
172253,gpt-4.1-mini,3,0.85,3,0.8,4,0.9,2,0.75,0,0,0,0,0,1,0,Testing Prompt: 0.5825281526644812,,,,,,,cot
264478,gpt-4.1-mini,3,0.9,3,0.85,4,0.95,3,0.85,0,1,0,0,0,1,0,Testing Prompt: 0.5825281526644812,,,,,,,cot
274347,gpt-4.1-mini,4,0.9,4,0.9,4,0.95,4,0.9,0,0,1,0,0,1,0,Testing Prompt: 0.5825281526644812,,,,,,,cot
601728,gpt-4.1-mini,2,0.75,3,0.8,2,0.7,2,0.7,0,0,0,0,1,0,0,Testing Prompt: 0.5825281526644812,,,,,,,cot
528543,gpt-4.1-mini,4,0.95,3,0.9,3,0.85,4,0.9,0,0,0,0,0,1,0,Testing Prompt: 0.5825281526644812,,,,,,,cot
529141,gpt-4.1-mini,2,0.9,1,0.85,2,0.8,2,0.75,0,0,0,0,0,0,0,Testing Prompt: 0.5825281526644812,,,,,,,cot
291285,gpt-4.1-mini,4,0.97,4,0.95,4,0.9,4,0.95,0,0,1,1,0,1,0,Testing Prompt: 0.5825281526644812,,,,,,,cot
231173,gpt-4.1-mini,4,0.98,4,0.95,4,0.9,4,0.95,0,0,1,0,0,1,0,Testing Prompt: 0.5825281526644812,,,,,,,cot
264344,gpt-4.1-mini,4,0.96,3,0.9,3,0.85,4,0.9,0,0,0,0,0,1,0,Testing Prompt: 0.5825281526644812,,,,,,,cot
704786,gpt-4.1-mini,3,0.9,3,0.9,1,0.8,3,0.85,0,0,1,1,0,0,0,Testing Prompt: 0.5825281526644812,,,,,,,cot
601747,gpt-4.1-mini,1,0.85,1,0.8,1,0.7,1,0.75,0,0,0,0,0,0,0,Testing Prompt: 0.5825281526644812,,,,,,,cot
555531,gpt-4.1-mini,2,0.9,2,0.85,4,0.9,2,0.85,0,0,0,0,1,1,0,Testing Prompt: 0.5825281526644812,,,,,,,cot
561604,gpt-4.1-mini,2,0.85,1,0.8,1,0.75,2,0.8,0,0,0,1,0,0,0,Testing Prompt: 0.5825281526644812,,,,,,,cot
643006,gpt-4.1-mini,3,0.9,3,0.9,3,0.9,3,0.9,0,0,1,1,1,1,0,Testing Prompt: 0.5825281526644812,,,,,,,cot
293411,gpt-4.1-mini,2,0.85,1,0.8,2,0.85,1,0.75,1,0,0,0,0,1,0,Testing Prompt: 0.5825281526644812,,,,,,,cot
184927,gpt-4.1-mini,4,0.95,4,0.95,4,0.95,4,0.95,0,0,1,1,0,1,0,Testing Prompt: 0.5825281526644812,,,,,,,cot
257040,gpt-4.1-mini,3,0.9,1,0.7,4,0.9,3,0.85,0,1,1,0,0,1,0,Testing Prompt: 0.5825281526644812,,,,,,,cot
248235,gpt-4.1-mini,3,0.9,4,0.95,3,0.85,4,0.95,0,1,1,1,1,1,0,Testing Prompt: 0.5825281526644812,,,,,,,cot
219176,gpt-4.1-mini,4,0.95,3,0.85,2,0.8,4,0.9,0,0,1,1,0,1,0,Testing Prompt: 0.5825281526644812,,,,,,,cot
524784,gpt-4.1-mini,4,0.98,3,0.9,2,0.75,4,0.95,0,0,1,1,1,1,0,Testing Prompt: 0.5825281526644812,,,,,,,cot
167524,gpt-4.1-mini,3,0.9,2,0.7,4,0.9,3,0.8,0,0,0,0,0,1,0,Testing Prompt: 0.5825281526644812,,,,,,,cot
226773,gpt-4.1-mini,4,0.95,3,0.95,4,0.95,4,0.95,0,1,1,0,1,1,0,Testing Prompt: 0.5825281526644812,,,,,,,cot
174997,gpt-4.1-mini,2,0.8,1,0.6,1,0.6,2,0.7,0,0,0,0,0,0,0,Testing Prompt: 0.5825281526644812,,,,,,,cot
576254,gpt-4.1-mini,2,0.7,3,0.85,1,0.6,2,0.7,0,0,0,0,0,0,0,Testing Prompt: 0.5825281526644812,,,,,,,cot
735055,gpt-4.1-mini,4,0.95,3,0.9,3,0.85,4,0.9,0,0,1,1,1,1,0,Testing Prompt: 0.5825281526644812,,,,,,,cot
266177,gpt-4.1-mini,4,0.9,2,0.7,4,0.85,3,0.8,0,0,0,0,0,0,0,Testing Prompt: 0.5825281526644812,,,,,,,cot
632387,gpt-4.1-mini,2,0.7,1,0.6,2,0.65,2,0.65,0,1,0,0,0,0,0,Testing Prompt: 0.5825281526644812,,,,,,,cot
248731,gpt-4.1-mini,3,0.85,3,0.85,4,0.9,4,0.9,0,0,0,1,1,0,0,Testing Prompt: 0.5825281526644812,,,,,,,cot
242085,gpt-4.1-mini,3,0.9,1,0.8,1,0.7,3,0.9,0,0,1,1,0,0,0,Testing Prompt: 0.5825281526644812,0.9,0.9,0.9,0.9,0.9,0.9,cot
557524,gpt-4.1-mini,2,0.8,1,0.9,1,0.7,2,0.8,0,0,0,1,0,1,1,Testing Prompt: 0.5445325039963799,,,,,,,cot
282284,gpt-4.1-mini,3,0.95,2,0.8,1,0.8,2,0.85,0,0,0,0,0,1,1,Testing Prompt: 0.5445325039963799,,,,,,,cot
643006,gpt-4.1-mini,3,0.9,3,0.85,2,0.7,3,0.9,0,0,1,1,1,1,1,Testing Prompt: 0.5445325039963799,,,,,,,cot
545047,gpt-4.1-mini,2,0.85,1,0.8,0,0.7,2,0.8,0,0,0,1,0,0,1,Testing Prompt: 0.5445325039963799,,,,,,,cot
614816,gpt-4.1-mini,3,0.95,2,0.85,4,0.95,4,0.95,0,0,0,1,1,0,1,Testing Prompt: 0.5445325039963799,,,,,,,cot
632387,gpt-4.1-mini,2,0.8,1,0.85,1,0.75,2,0.75,0,0,0,0,0,0,1,Testing Prompt: 0.5445325039963799,,,,,,,cot
600997,gpt-4.1-mini,4,0.98,4,0.98,3,0.9,4,0.95,0,0,1,1,1,1,1,Testing Prompt: 0.5445325039963799,,,,,,,cot
555531,gpt-4.1-mini,2,0.85,1,0.8,0,0.75,2,0.8,0,0,0,0,1,1,1,Testing Prompt: 0.5445325039963799,,,,,,,cot
640700,gpt-4.1-mini,3,0.9,3,0.85,1,0.7,3,0.85,0,0,1,1,0,0,1,Testing Prompt: 0.5445325039963799,,,,,,,cot
225646,gpt-4.1-mini,2,0.75,2,0.7,3,0.9,3,0.8,0,0,0,1,0,1,1,Testing Prompt: 0.5445325039963799,,,,,,,cot
207845,gpt-4.1-mini,3,0.85,3,0.85,2,0.7,2,0.7,1,0,0,0,0,1,1,Testing Prompt: 0.5445325039963799,,,,,,,cot
172253,gpt-4.1-mini,3,0.9,4,0.95,4,0.95,2,0.7,0,0,0,0,0,1,1,Testing Prompt: 0.5445325039963799,,,,,,,cot
208682,gpt-4.1-mini,3,0.85,3,0.8,4,0.95,3,0.85,0,0,1,0,1,0,1,Testing Prompt: 0.5445325039963799,,,,,,,cot
590085,gpt-4.1-mini,4,0.9,3,0.8,1,0.7,4,0.9,0,0,1,1,1,0,1,Testing Prompt: 0.5445325039963799,,,,,,,cot
217052,gpt-4.1-mini,2,0.8,2,0.7,2,0.7,1,0.6,0,1,0,0,0,1,1,Testing Prompt: 0.5445325039963799,,,,,,,cot
704896,gpt-4.1-mini,3,0.85,2,0.7,1,0.7,3,0.8,0,0,0,1,0,1,1,Testing Prompt: 0.5445325039963799,,,,,,,cot
225577,gpt-4.1-mini,3,0.9,3,0.9,3,0.8,3,0.85,0,0,0,0,1,0,1,Testing Prompt: 0.5445325039963799,0.9,0.9,0.9,0.9,0.85,0.9,cot
591948,gpt-4.1-mini,2,0.85,3,0.95,1,0.7,2,0.8,0,0,0,0,0,1,1,Testing Prompt: 0.5445325039963799,0.9,0.9,0.9,0.9,0.9,0.8,cot
216965,gpt-4.1-mini,3,0.9,4,0.95,3,0.9,3,0.9,0,0,1,1,0,1,1,Testing Prompt: 0.5445325039963799,0.9,0.9,0.85,0.85,0.9,0.85,cot
264478,gpt-4.1-mini,3,0.9,2,0.7,4,0.95,3,0.9,0,1,0,0,0,1,1,Testing Prompt: 0.5445325039963799,0.9,0.85,0.9,0.9,0.9,0.85,cot
244029,gpt-4.1-mini,4,0.95,4,0.95,2,0.75,4,0.95,0,0,1,1,1,0,1,Testing Prompt: 0.5445325039963799,0.9,0.9,0.85,0.85,0.85,0.9,cot
247482,gpt-4.1-mini,3,0.9,3,0.9,2,0.75,3,0.85,0,0,1,1,1,1,1,Testing Prompt: 0.5445325039963799,0.9,0.9,0.85,0.85,0.85,0.8,cot
524784,gpt-4.1-mini,4,0.95,4,0.95,3,0.9,4,0.95,0,0,0,0,0,1,1,Testing Prompt: 0.5445325039963799,0.9,0.9,0.9,0.9,0.9,0.85,cot
218810,gpt-4.1-mini,2,0.85,1,0.75,1,0.7,2,0.75,0,0,0,1,0,1,1,Testing Prompt: 0.5445325039963799,0.9,0.9,0.9,0.8,0.9,0.8,cot
641013,gpt-4.1-mini,3,0.85,3,0.8,3,0.8,3,0.75,0,0,0,0,1,0,1,Testing Prompt: 0.5445325039963799,,,,,,,cot
550903,gpt-4.1-mini,4,0.95,4,0.95,4,0.9,4,0.9,0,0,1,0,0,0,1,Testing Prompt: 0.5445325039963799,,,,,,,cot
242085,gpt-4.1-mini,3,0.9,1,0.6,1,0.6,3,0.8,0,0,1,1,0,0,1,Testing Prompt: 0.5445325039963799,,,,,,,cot
561983,gpt-4.1-mini,4,0.95,4,0.9,3,0.75,4,0.9,1,0,1,1,1,1,1,Testing Prompt: 0.5445325039963799,,,,,,,cot
575601,gpt-4.1-mini,3,0.8,3,0.75,3,0.75,2,0.65,0,0,1,0,0,1,1,Testing Prompt: 0.5445325039963799,,,,,,,cot
704786,gpt-4.1-mini,3,0.85,3,0.85,1,0.5,3,0.8,0,0,1,1,0,0,1,Testing Prompt: 0.5445325039963799,,,,,,,cot
167524,gpt-4.1-mini,3,0.85,1,0.6,4,0.9,2,0.65,0,0,0,0,0,1,1,Testing Prompt: 0.5445325039963799,,,,,,,cot
225581,gpt-4.1-mini,4,0.95,4,0.95,3,0.85,4,0.9,1,0,1,1,0,1,1,Testing Prompt: 0.5445325039963799,,,,,,,cot
226773,gpt-4.1-mini,4,0.95,3,0.85,4,0.9,4,0.9,0,0,1,1,1,1,1,Testing Prompt: 0.5445325039963799,0.9,0.9,0.85,0.9,0.9,0.9,cot
576254,gpt-4.1-mini,2,0.8,3,0.85,1,0.7,2,0.7,0,0,0,0,0,0,1,Testing Prompt: 0.5445325039963799,0.85,0.85,0.85,0.8,0.8,0.8,cot
528543,gpt-4.1-mini,3,0.85,2,0.7,2,0.75,3,0.8,0,0,0,0,0,1,1,Testing Prompt: 0.5445325039963799,0.75,0.75,0.75,0.75,0.75,0.75,cot
706907,gpt-4.1-mini,2,0.8,3,0.8,1,0.7,3,0.8,0,0,1,1,1,0,1,Testing Prompt: 0.5445325039963799,0.8,0.8,0.8,0.8,0.8,0.8,cot
293411,gpt-4.1-mini,2,0.85,1,0.7,2,0.75,2,0.75,1,0,0,0,0,1,1,Testing Prompt: 0.5445325039963799,0.9,0.8,0.8,0.8,0.8,0.8,cot
703584,gpt-4.1-mini,4,0.9,3,0.85,2,0.8,3,0.8,0,1,1,0,0,1,1,Testing Prompt: 0.5445325039963799,0.85,0.85,0.85,0.8,0.8,0.85,cot
253693,gpt-4.1-mini,4,0.95,4,0.9,4,0.95,4,0.95,0,0,0,0,0,1,1,Testing Prompt: 0.5445325039963799,0.9,0.9,0.9,0.9,0.9,0.9,cot
607920,gpt-4.1-mini,2,0.8,1,0.7,1,0.7,2,0.7,0,0,0,0,0,1,1,Testing Prompt: 0.5445325039963799,0.75,0.75,0.75,0.75,0.75,0.75,cot
644531,gpt-4.1-mini,3,0.9,3,0.85,2,0.7,3,0.85,0,0,1,1,0,1,1,Testing Prompt: 0.5445325039963799,0.7,0.7,0.8,0.75,0.7,0.85,cot
600843,gpt-4.1-mini,2,0.8,1,0.7,3,0.8,2,0.8,0,1,0,0,0,0,1,Testing Prompt: 0.5445325039963799,0.75,0.8,0.7,0.7,0.7,0.7,cot
564167,gpt-4.1-mini,4,0.95,4,0.95,3,0.85,4,0.95,1,0,1,1,1,1,1,Testing Prompt: 0.5445325039963799,0.85,0.7,0.9,0.85,0.85,0.9,cot
238025,gpt-4.1-mini,4,0.9,4,0.9,3,0.8,4,0.9,0,0,1,1,0,1,1,Testing Prompt: 0.5445325039963799,0.75,0.7,0.85,0.8,0.7,0.85,cot
264344,gpt-4.1-mini,3,0.8,3,0.75,2,0.7,3,0.8,0,0,1,0,0,0,1,Testing Prompt: 0.5445325039963799,0.7,0.7,0.8,0.7,0.7,0.7,cot
530371,gpt-4.1-mini,4,0.95,3,0.85,2,0.7,4,0.9,0,0,1,1,0,0,1,Testing Prompt: 0.5445325039963799,0.7,0.7,0.9,0.85,0.7,0.7,cot
