record_id,Scorer Name,Goal Orientation,Confidence Score for Goal Orientation,Engagement with Evidence,Confidence Score for Engagement with Evidence,Collaborative Decision-Making,Confidence Score for Collaborative Decision-Making,Strategic Planning,Confidence Score for Strategic Planning,Cultural Responsiveness,Parent/Community Engagement,Academic Achievement,Candidate Experience/Expertise,Evaluation,School Culture Fit,call_number,prompt_name,Confidence Score for Cultural Responsiveness,Confidence Score for Parent/Community Engagement,Confidence Score for Academic Achievement,Confidence Score for Candidate Experience/Expertise,Confidence Score for Evaluation,Confidence Score for School Culture Fit,codebook_type
557524,gpt-4.1-mini,2,0.85,2,0.8,1,0.75,1,0.8,0,0,0,0,0,1,0,Testing Prompt: 0.3470672295798579,,,,,,,examples
543229,gpt-4.1-mini,4,0.95,3,0.9,3,0.9,4,0.95,0,0,0,0,0,0,0,Testing Prompt: 0.3470672295798579,,,,,,,examples
248235,gpt-4.1-mini,4,0.95,4,0.95,4,0.95,4,0.95,0,1,1,1,1,0,0,Testing Prompt: 0.3470672295798579,,,,,,,examples
580333,gpt-4.1-mini,2,0.85,1,0.8,2,0.8,1,0.75,0,1,0,0,0,1,0,Testing Prompt: 0.3470672295798579,,,,,,,examples
591948,gpt-4.1-mini,4,0.95,4,0.95,2,0.85,3,0.9,0,0,1,0,0,0,0,Testing Prompt: 0.3470672295798579,,,,,,,examples
219176,gpt-4.1-mini,4,0.95,3,0.9,1,0.75,4,0.95,0,0,1,1,0,0,0,Testing Prompt: 0.3470672295798579,,,,,,,examples
264344,gpt-4.1-mini,3,0.9,3,0.85,2,0.8,3,0.8,0,0,1,0,0,1,0,Testing Prompt: 0.3470672295798579,,,,,,,examples
584423,gpt-4.1-mini,2,0.85,2,0.8,3,0.9,2,0.7,0,0,0,0,0,1,0,Testing Prompt: 0.3470672295798579,,,,,,,examples
588075,gpt-4.1-mini,2,0.75,1,0.7,1,0.75,2,0.7,0,0,0,0,0,0,0,Testing Prompt: 0.3470672295798579,,,,,,,examples
217400,gpt-4.1-mini,3,0.8,1,0.7,1,0.7,3,0.75,0,0,0,1,0,1,0,Testing Prompt: 0.3470672295798579,,,,,,,examples
505194,gpt-4.1-mini,3,0.9,3,0.85,3,0.9,4,0.9,0,0,0,0,1,0,0,Testing Prompt: 0.3470672295798579,,,,,,,examples
253693,gpt-4.1-mini,4,0.95,3,0.9,4,0.95,4,0.95,0,0,0,0,1,1,0,Testing Prompt: 0.3470672295798579,,,,,,,examples
703584,gpt-4.1-mini,3,0.8,2,0.7,1,0.7,2,0.65,0,0,1,0,0,1,0,Testing Prompt: 0.3470672295798579,,,,,,,examples
184927,gpt-4.1-mini,4,0.95,4,0.95,3,0.9,4,0.9,0,0,1,1,0,1,0,Testing Prompt: 0.3470672295798579,,,,,,,examples
195235,gpt-4.1-mini,2,0.85,3,0.9,3,0.8,2,0.75,0,0,1,0,0,0,0,Testing Prompt: 0.3470672295798579,,,,,,,examples
512243,gpt-4.1-mini,3,0.9,3,0.95,4,0.9,3,0.85,0,1,0,0,0,0,0,Testing Prompt: 0.3470672295798579,,,,,,,examples
264262,gpt-4.1-mini,2,0.7,2,0.7,2,0.6,2,0.65,0,0,0,0,0,0,0,Testing Prompt: 0.3470672295798579,,,,,,,examples
530371,gpt-4.1-mini,4,0.95,4,0.95,3,0.8,4,0.9,0,0,1,1,0,1,0,Testing Prompt: 0.3470672295798579,,,,,,,examples
172253,gpt-4.1-mini,3,0.9,3,0.85,4,0.9,3,0.85,0,0,0,0,0,1,0,Testing Prompt: 0.3470672295798579,,,,,,,examples
575601,gpt-4.1-mini,3,0.85,3,0.85,3,0.8,3,0.8,0,0,0,0,0,1,0,Testing Prompt: 0.3470672295798579,,,,,,,examples
511739,gpt-4.1-mini,2,0.75,1,0.7,1,0.65,1,0.6,0,0,0,0,0,1,0,Testing Prompt: 0.3470672295798579,,,,,,,examples
706907,gpt-4.1-mini,3,0.9,4,0.95,3,0.8,3,0.85,0,0,1,1,1,0,0,Testing Prompt: 0.3470672295798579,,,,,,,examples
561604,gpt-4.1-mini,2,0.9,2,0.8,1,0.7,2,0.8,0,0,0,1,0,0,0,Testing Prompt: 0.3470672295798579,,,,,,,examples
607920,gpt-4.1-mini,2,0.85,1,0.7,1,0.7,2,0.8,0,1,0,0,0,0,0,Testing Prompt: 0.3470672295798579,,,,,,,examples
556668,gpt-4.1-mini,3,0.9,1,0.75,4,0.95,3,0.9,0,0,1,0,1,0,0,Testing Prompt: 0.3470672295798579,,,,,,,examples
188529,gpt-4.1-mini,2,0.85,2,0.75,1,0.7,2,0.8,0,0,1,0,1,0,0,Testing Prompt: 0.3470672295798579,,,,,,,examples
174997,gpt-4.1-mini,2,0.8,1,0.7,0,0.6,2,0.75,0,0,0,1,0,0,0,Testing Prompt: 0.3470672295798579,,,,,,,examples
238025,gpt-4.1-mini,4,0.95,4,0.95,1,0.85,4,0.95,0,0,1,1,0,0,0,Testing Prompt: 0.3470672295798579,,,,,,,examples
257040,gpt-4.1-mini,3,0.9,3,0.85,4,0.95,3,0.9,0,1,1,0,0,1,0,Testing Prompt: 0.3470672295798579,,,,,,,examples
247781,gpt-4.1-mini,3,0.9,3,0.9,3,0.9,3,0.9,0,0,0,0,0,1,0,Testing Prompt: 0.3470672295798579,,,,,,,examples
248896,gpt-4.1-mini,3,0.85,3,0.9,1,0.7,3,0.8,0,0,1,1,0,0,0,Testing Prompt: 0.3470672295798579,,,,,,,examples
190056,gpt-4.1-mini,2,0.8,2,0.75,2,0.75,2,0.7,0,1,0,0,0,0,0,Testing Prompt: 0.3470672295798579,,,,,,,examples
263413,gpt-4.1-mini,4,0.95,4,0.95,2,0.8,4,0.9,0,0,1,1,1,0,0,Testing Prompt: 0.3470672295798579,,,,,,,examples
231173,gpt-4.1-mini,4,0.95,4,0.95,2,0.8,4,0.9,0,1,1,1,0,1,0,Testing Prompt: 0.3470672295798579,,,,,,,examples
590085,gpt-4.1-mini,3,0.9,3,0.9,1,0.7,3,0.85,0,0,1,1,1,0,0,Testing Prompt: 0.3470672295798579,,,,,,,examples
216965,gpt-4.1-mini,3,0.9,3,0.9,3,0.85,3,0.85,0,1,0,0,0,1,0,Testing Prompt: 0.3470672295798579,,,,,,,examples
242166,gpt-4.1-mini,2,0.8,3,0.85,4,0.95,3,0.85,0,0,0,0,0,1,0,Testing Prompt: 0.3470672295798579,,,,,,,examples
266177,gpt-4.1-mini,3,0.9,2,0.7,3,0.85,3,0.85,0,0,0,0,0,0,0,Testing Prompt: 0.3470672295798579,,,,,,,examples
600997,gpt-4.1-mini,4,0.95,4,0.95,4,0.9,4,0.95,0,0,1,1,1,1,0,Testing Prompt: 0.3470672295798579,0.9,0.9,0.95,0.9,0.9,0.9,examples
561983,gpt-4.1-mini,3,0.9,3,0.85,2,0.8,3,0.85,1,0,0,1,1,1,0,Testing Prompt: 0.3470672295798579,0.9,0.85,0.8,0.9,0.9,0.85,examples
291285,gpt-4.1-mini,3,0.85,3,0.8,3,0.8,3,0.85,0,0,0,1,0,1,0,Testing Prompt: 0.3470672295798579,0.75,0.75,0.75,0.8,0.75,0.8,examples
249730,gpt-4.1-mini,2,0.75,1,0.7,1,0.7,1,0.7,0,0,0,0,0,0,0,Testing Prompt: 0.3470672295798579,0.7,0.7,0.7,0.7,0.7,0.7,examples
167524,gpt-4.1-mini,3,0.9,1,0.75,4,0.9,3,0.85,0,0,0,0,0,1,0,Testing Prompt: 0.3470672295798579,0.8,0.8,0.75,0.8,0.75,0.85,examples
232366,gpt-4.1-mini,2,0.8,1,0.7,1,0.7,2,0.75,0,0,0,1,0,0,0,Testing Prompt: 0.3470672295798579,0.7,0.7,0.7,0.75,0.7,0.7,examples
200051,gpt-4.1-mini,3,0.85,1,0.7,0,0.7,3,0.85,0,0,1,1,0,0,0,Testing Prompt: 0.3470672295798579,0.7,0.7,0.8,0.8,0.7,0.7,examples
529099,gpt-4.1-mini,3,0.85,3,0.85,3,0.85,3,0.85,0,0,0,0,0,0,0,Testing Prompt: 0.3470672295798579,0.75,0.75,0.75,0.75,0.75,0.75,examples
585389,gpt-4.1-mini,2,0.85,1,0.9,4,0.95,2,0.8,0,0,0,1,1,1,0,Testing Prompt: 0.3470672295798579,,,,,,,examples
641013,gpt-4.1-mini,3,0.9,3,0.9,1,0.7,3,0.8,0,0,0,0,0,0,0,Testing Prompt: 0.3470672295798579,,,,,,,examples
643006,gpt-4.1-mini,3,0.9,3,0.9,1,0.75,3,0.85,0,0,1,1,0,1,0,Testing Prompt: 0.3470672295798579,,,,,,,examples
215179,gpt-4.1-mini,2,0.8,1,0.9,1,0.8,1,0.75,0,1,0,0,0,1,0,Testing Prompt: 0.3470672295798579,,,,,,,examples
225577,gpt-4.1-mini,3,0.9,4,0.95,3,0.9,3,0.9,0,0,0,1,1,0,0,Testing Prompt: 0.3470672295798579,,,,,,,examples
534868,gpt-4.1-mini,2,0.8,1,0.75,1,0.7,1,0.7,0,0,0,0,0,1,0,Testing Prompt: 0.3470672295798579,,,,,,,examples
217052,gpt-4.1-mini,2,0.85,1,0.8,1,0.75,1,0.7,0,1,0,0,0,1,0,Testing Prompt: 0.3470672295798579,,,,,,,examples
524784,gpt-4.1-mini,4,0.95,4,0.95,3,0.9,4,0.95,0,0,0,0,0,0,0,Testing Prompt: 0.3470672295798579,,,,,,,examples
644531,gpt-4.1-mini,2,0.85,3,0.9,2,0.8,2,0.8,0,0,1,1,0,1,0,Testing Prompt: 0.3470672295798579,0.9,0.9,0.75,0.8,0.9,0.85,examples
282284,gpt-4.1-mini,3,0.9,1,0.8,1,0.7,2,0.8,0,0,0,0,0,1,1,Testing Prompt: 0.8340289805578915,0.9,0.9,0.9,0.9,0.9,0.85,examples
219176,gpt-4.1-mini,2,0.8,1,0.7,1,0.75,3,0.85,0,0,1,1,0,0,1,Testing Prompt: 0.8340289805578915,0.9,0.9,0.85,0.85,0.9,0.9,examples
704896,gpt-4.1-mini,2,0.7,1,0.7,0,0.8,2,0.7,0,0,0,1,0,0,1,Testing Prompt: 0.8340289805578915,0.9,0.9,0.85,0.8,0.85,0.85,examples
248235,gpt-4.1-mini,3,0.95,4,0.95,3,0.9,4,0.95,0,0,1,1,0,1,1,Testing Prompt: 0.8340289805578915,0.9,0.85,0.9,0.9,0.85,0.9,examples
615578,gpt-4.1-mini,3,0.9,3,0.85,3,0.85,4,0.9,1,0,1,0,1,1,1,Testing Prompt: 0.8340289805578915,0.7,0.85,0.75,0.85,0.85,0.85,examples
242085,gpt-4.1-mini,3,0.9,0,0.65,0,0.6,2,0.7,0,0,1,1,0,0,1,Testing Prompt: 0.8340289805578915,0.9,0.9,0.8,0.85,0.85,0.85,examples
184927,gpt-4.1-mini,3,0.9,3,0.9,1,0.8,3,0.9,0,1,1,1,0,1,1,Testing Prompt: 0.8340289805578915,0.9,0.85,0.9,0.9,0.85,0.9,examples
266177,gpt-4.1-mini,3,0.85,0,0.6,3,0.85,3,0.85,0,0,0,0,0,1,1,Testing Prompt: 0.8340289805578915,0.9,0.9,0.85,0.85,0.85,0.8,examples
506571,gpt-4.1-mini,3,0.9,3,0.85,2,0.7,3,0.85,0,0,1,1,0,0,1,Testing Prompt: 0.8340289805578915,,,,,,,examples
590085,gpt-4.1-mini,3,0.9,4,0.9,2,0.65,3,0.85,0,0,1,1,1,0,1,Testing Prompt: 0.8340289805578915,,,,,,,examples
253693,gpt-4.1-mini,4,0.95,3,0.85,4,0.9,4,0.9,0,0,0,0,0,1,1,Testing Prompt: 0.8340289805578915,,,,,,,examples
584423,gpt-4.1-mini,2,0.8,1,0.75,3,0.7,2,0.7,0,0,0,0,0,1,1,Testing Prompt: 0.8340289805578915,,,,,,,examples
546868,gpt-4.1-mini,3,0.9,3,0.85,3,0.75,3,0.85,0,0,0,0,0,0,1,Testing Prompt: 0.8340289805578915,,,,,,,examples
195235,gpt-4.1-mini,2,0.75,2,0.7,2,0.65,2,0.7,0,0,1,0,0,0,1,Testing Prompt: 0.8340289805578915,,,,,,,examples
248896,gpt-4.1-mini,2,0.75,2,0.75,1,0.6,2,0.7,0,0,0,0,0,0,1,Testing Prompt: 0.8340289805578915,,,,,,,examples
607920,gpt-4.1-mini,2,0.75,1,0.7,3,0.7,2,0.7,0,0,0,0,0,1,1,Testing Prompt: 0.8340289805578915,,,,,,,examples
546578,gpt-4.1-mini,3,0.85,2,0.7,1,0.6,2,0.7,0,0,0,0,0,1,1,Testing Prompt: 0.8340289805578915,,,,,,,examples
505173,gpt-4.1-mini,4,0.95,3,0.9,4,0.95,4,0.95,0,0,0,1,1,0,1,Testing Prompt: 0.8340289805578915,,,,,,,examples
600843,gpt-4.1-mini,2,0.75,1,0.6,2,0.65,2,0.7,0,1,0,0,0,0,1,Testing Prompt: 0.8340289805578915,,,,,,,examples
238271,gpt-4.1-mini,3,0.9,2,0.75,4,0.9,3,0.85,0,0,1,0,0,1,1,Testing Prompt: 0.8340289805578915,,,,,,,examples
217052,gpt-4.1-mini,2,0.7,1,0.6,1,0.6,1,0.6,0,1,0,0,0,1,1,Testing Prompt: 0.8340289805578915,,,,,,,examples
264344,gpt-4.1-mini,4,0.9,3,0.85,2,0.7,4,0.9,0,0,1,0,0,1,1,Testing Prompt: 0.8340289805578915,,,,,,,examples
581720,gpt-4.1-mini,4,0.95,4,0.95,4,0.95,4,0.95,1,0,1,0,1,1,1,Testing Prompt: 0.8340289805578915,,,,,,,examples
534553,gpt-4.1-mini,3,0.9,2,0.7,1,0.6,3,0.8,0,0,1,1,0,0,1,Testing Prompt: 0.8340289805578915,,,,,,,examples
512243,gpt-4.1-mini,2,0.85,2,0.8,3,0.7,2,0.75,0,0,0,0,0,1,1,Testing Prompt: 0.8340289805578915,,,,,,,examples
225581,gpt-4.1-mini,4,0.95,4,0.95,4,0.9,4,0.9,1,0,1,1,0,0,1,Testing Prompt: 0.8340289805578915,,,,,,,examples
613961,gpt-4.1-mini,4,0.9,3,0.85,4,0.85,4,0.85,0,0,1,0,0,1,1,Testing Prompt: 0.8340289805578915,,,,,,,examples
543229,gpt-4.1-mini,3,0.85,2,0.75,3,0.8,3,0.8,0,0,0,0,0,0,1,Testing Prompt: 0.8340289805578915,,,,,,,examples
573597,gpt-4.1-mini,3,0.85,3,0.85,1,0.7,3,0.85,0,0,1,0,0,1,1,Testing Prompt: 0.8340289805578915,,,,,,,examples
264262,gpt-4.1-mini,2,0.75,1,0.7,2,0.7,1,0.7,0,0,0,0,0,0,1,Testing Prompt: 0.8340289805578915,,,,,,,examples
263864,gpt-4.1-mini,4,0.9,4,0.9,3,0.85,4,0.9,0,0,1,0,0,0,1,Testing Prompt: 0.8340289805578915,,,,,,,examples
558582,gpt-4.1-mini,1,0.8,1,0.8,3,0.8,1,0.75,0,0,0,0,0,0,1,Testing Prompt: 0.8340289805578915,,,,,,,examples
557524,gpt-4.1-mini,2,0.85,1,0.9,1,0.8,2,0.8,0,0,0,0,0,1,1,Testing Prompt: 0.8340289805578915,,,,,,,examples
545047,gpt-4.1-mini,3,0.9,2,0.85,3,0.9,3,0.85,0,0,1,1,0,0,1,Testing Prompt: 0.8340289805578915,,,,,,,examples
257325,gpt-4.1-mini,2,0.85,3,0.9,4,0.95,2,0.75,0,0,0,0,0,0,1,Testing Prompt: 0.8340289805578915,,,,,,,examples
591948,gpt-4.1-mini,4,0.95,4,0.95,2,0.7,3,0.85,0,0,1,0,0,1,1,Testing Prompt: 0.8340289805578915,,,,,,,examples
601728,gpt-4.1-mini,2,0.8,3,0.85,1,0.7,3,0.8,0,0,1,0,1,0,1,Testing Prompt: 0.8340289805578915,,,,,,,examples
215108,gpt-4.1-mini,4,0.95,4,0.95,4,0.9,4,0.95,1,0,1,0,0,0,1,Testing Prompt: 0.8340289805578915,,,,,,,examples
226773,gpt-4.1-mini,3,0.9,2,0.8,3,0.8,3,0.8,0,0,1,1,1,1,1,Testing Prompt: 0.8340289805578915,,,,,,,examples
211283,gpt-4.1-mini,3,0.9,3,0.85,4,0.9,3,0.85,0,0,0,0,0,0,1,Testing Prompt: 0.8340289805578915,,,,,,,examples
524784,gpt-4.1-mini,4,0.95,3,0.9,2,0.8,4,0.9,0,0,0,0,0,1,1,Testing Prompt: 0.8340289805578915,,,,,,,examples
630563,gpt-4.1-mini,2,0.85,3,0.8,3,0.85,2,0.75,0,0,0,0,0,1,1,Testing Prompt: 0.8340289805578915,,,,,,,examples
217400,gpt-4.1-mini,3,0.85,1,0.7,1,0.7,3,0.8,0,0,0,1,0,0,1,Testing Prompt: 0.8340289805578915,,,,,,,examples
172253,gpt-4.1-mini,3,0.9,3,0.85,4,0.9,2,0.7,0,0,0,0,0,1,1,Testing Prompt: 0.8340289805578915,,,,,,,examples
503131,gpt-4.1-mini,2,0.85,4,0.9,1,0.7,1,0.6,0,0,0,0,0,1,1,Testing Prompt: 0.8340289805578915,,,,,,,examples
644531,gpt-4.1-mini,3,0.9,4,0.9,4,0.95,3,0.85,0,0,0,0,0,1,1,Testing Prompt: 0.8340289805578915,,,,,,,examples
529141,gpt-4.1-mini,1,0.8,1,0.7,2,0.75,1,0.6,0,0,0,0,0,0,1,Testing Prompt: 0.8340289805578915,,,,,,,examples
704786,gpt-4.1-mini,3,0.85,4,0.95,1,0.7,3,0.85,0,0,1,1,0,0,1,Testing Prompt: 0.8340289805578915,,,,,,,examples
225646,gpt-4.1-mini,2,0.85,1,0.8,1,0.7,2,0.8,0,0,0,1,0,1,1,Testing Prompt: 0.8340289805578915,0.9,0.9,0.85,0.9,0.9,0.9,examples
628747,gpt-4.1-mini,2,0.85,1,0.75,0,0.7,2,0.7,0,0,0,0,0,0,1,Testing Prompt: 0.8340289805578915,0.9,0.9,0.8,0.8,0.8,0.8,examples
